"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15"
"ATM.Nucleus.Ellipticity..oblate..max",9.65359441027321e-09,8.50842335326334e-06,0.0201952949658156,1,0.282754254010586,2.16792003234841e-43,1,1.59362027021782e-06,3.05408535622208e-05,0.237122614442256,0.00124108397581374,1,1.10295967262265e-08,6.65675665337196e-06,1
"ATM.Nucleus.Ellipticity..oblate..mean",1.35815991218163e-09,0.000685831658919977,1,1,4.93416512700578e-07,1.80436347059436e-39,0.0262866278433863,1,0.285013630422483,0.752839525478475,1,1,2.75016836398201e-08,3.73629098438653e-05,1
"ATM.Nucleus.Ellipticity..oblate..SD",0.0750841523179648,0.000786810535802564,1.05095208592262e-07,1,NA,NA,1.27909518506133e-80,9.01592083573973e-08,8.28467512138904e-07,1,1.19285911291526e-61,1,0.454393811375582,1,1
"ATM.Nucleus.Ellipticity..prolate..min",1,1,0.10126309848021,0.00710219462181267,0.776587126273746,5.0739548856741e-49,4.30596006186781e-06,1,1,1,1.80434405467271e-08,0.0537782050822268,0.185350140325617,1,0.713104545296472
"ATM.Nucleus.Ellipticity..prolate..max",1,0.0191936075659479,1.96042386716453e-27,0.00753243425611075,1.99820828085312e-10,1.24571029317153e-59,1,1.34371054274956e-08,0.00079697700200508,1,1,0.000104624713832681,0.111762605993321,1,0.0113452434027829
"ATM.Nucleus.Ellipticity..prolate..mean",1,0.098026287835197,1.39736138918103e-16,0.00181430214765778,0.11699378676152,1.11145398745117e-54,0.260136412430302,3.48919154898718e-05,0.429248547833226,1,0.00313860702338995,0.000580621379023381,0.0509432642427505,1,0.015779716450168
"ATM.Nucleus.Ellipticity..prolate..SD",0.711726380276048,0.0119682413051616,8.40678182716822e-17,1,NA,NA,1.60096874275478e-56,5.96795368651391e-06,0.000100759574084197,1,1.25588069138214e-52,0.399030553034635,1,1,1
"ATM.Nucleus.Sphericity.min",1.40840189330626e-39,2.93417861666142e-37,5.04182058668717e-38,6.88203384939125e-40,6.50085168963208e-42,4.10380397894854e-47,4.96973621862375e-44,2.02159623249651e-11,3.52211186788058e-27,1,3.42169926154935e-24,6.2710586373014e-28,3.1506777039402e-06,0.0211426977978589,9.64335502002566e-11
"ATM.Nucleus.Sphericity.max",5.70837658159449e-63,1.51153982693568e-51,3.22903337888059e-87,1.1228059812668e-70,1.33191989639513e-29,3.40176908964967e-48,1.59871129426391e-34,1.46498684375302e-40,1.53987767575479e-35,0.0437786886396749,1.0366079665399e-16,1.12285860771434e-33,6.10137693174527e-16,5.62806074977927e-11,1.86787513738144e-11
"ATM.Nucleus.Sphericity.mean",1.90274849710694e-54,7.46860114123546e-47,3.45439930559755e-63,4.07042857884418e-56,4.7210834707692e-36,1.16321923753276e-47,1.00083055933443e-39,9.93653152887351e-25,1.35676496252837e-35,0.281597323237718,1.226466506211e-20,3.07186821249377e-32,3.57865003304973e-11,2.92561120512858e-06,8.72386956089593e-12
"ATM.Nucleus.Sphericity.SD",0.0659123320598633,0.730801341834227,0.00532471926936907,0.299180359297869,NA,NA,3.96494574306489e-47,0.0136636291184713,0.306134476832571,0.125201310703067,9.84722741098097e-58,1,0.302896452921754,0.070056283548478,1
"ATM.Nucleus.Volume.frac.min",1.25064621244887e-37,1.23137097886701e-17,1.86588990817507e-49,0.000158780307679904,6.40641444055413e-29,6.82243284973568e-35,2.42412568970615e-06,3.61190133237438e-09,1,1,3.45584408164423e-05,0.553639653260524,1.00586463781336e-20,4.35319661930041e-07,0.121323909342665
"ATM.Nucleus.Volume.frac.max",3.6164343001381e-23,1.62068309320137e-21,0.586265625726456,0.00208932019005779,1.4836770412589e-08,1.37516111788911e-42,0.0122838358170862,4.9578317030105e-07,1.2726578753837e-05,0.0134074150009378,1,0.199696367731906,4.40347097019886e-13,2.61473373985251e-09,1
"ATM.Nucleus.Volume.frac.mean",1.56399089756105e-37,3.07206566083466e-24,1.48440453179941e-41,1.59323476288746e-05,1.10394289159755e-19,1.17375325472406e-38,1,0.370767305391634,0.0625844304480436,1,0.245692945559588,0.305692591906056,4.75895108022323e-19,2.15955645458712e-09,0.389000758346338
"ATM.Nucleus.Volume.frac.SD",0.00182900105473337,0.915055810464709,1.04735227957497e-23,1,NA,NA,9.89295942470814e-58,5.17318611265637e-09,0.000830105105361364,0.0133700457312558,5.62396965043357e-66,1,0.0177118527285261,1,1
"TVC.Cell.Ellipticity..oblate..min",1,0.936417163562802,1,0.00078897355817389,0.000572534725774156,6.28349056123855e-07,2.82563006950601e-07,0.00962614476053312,1.22315660350306e-09,1,0.721617829152145,0.00283088768617575,1,1,0.88580804691371
"TVC.Cell.Ellipticity..oblate..max",1,1,1,2.12822009654908e-05,0.0259480976920879,1,1,0.156760779559331,0.493795159556281,1,0.681273840650266,1,1,0.0763910354700191,1
"TVC.Cell.Ellipticity..oblate..mean",1,1,1,1,1,0.00358182975388668,0.136292668906409,1,0.0753560785196757,1,1,1,1,1,1
