"","Df","Sum Sq","Mean Sq","F value","Pr(>F)","Sum Sq_residual","Mean Sq_residual","FDR"
"TVC.Cell.Sphericity.mean",6,11.1439471950936,1.8573245325156,1.81123027731881,0.0936018030946148,1185.41920730608,1.02544914126823,0.102968998870467
"TVC.Cell.Sphericity.SD",6,2.64932754937772,0.441554591562953,0.429130447300642,0.859825126640365,1189.46840304056,1.02895190574443,0.859825126640365
"TVC.Cell.Volume.frac.min",6,200.919761409022,33.4866269015036,25.3943458618625,1.94483166154277e-28,1524.37636742886,1.31866467770663,8.21151145984726e-28
"TVC.Cell.Volume.frac.max",6,382.544673592565,63.7574455987609,66.5025073886743,4.1206346067309e-71,1108.28313106161,0.958722431714193,6.71074778810462e-70
"TVC.Cell.Volume.frac.mean",6,337.302496055866,56.2170826759776,55.2730477053596,4.1001685031023e-60,1175.74388008875,1.01707948104563,5.84274011692078e-59
"TVC.Cell.Volume.frac.SD",6,312.980548414793,52.1634247357989,44.7163550787067,2.45402398315725e-49,1348.52044377154,1.16654017627296,1.64563961223486e-48
"TVC.Nucleus.Ellipticity..oblate..min",6,25.902384670177,4.31706411169617,4.25419814881328,0.000301576029669962,1173.08266764981,1.01477739416074,0.000414212860028623
"TVC.Nucleus.Ellipticity..oblate..max",6,36.3899718407643,6.06499530679405,6.27564994994871,1.67036914430071e-06,1117.19656618375,0.966433015729888,2.8851830674285e-06
"TVC.Nucleus.Ellipticity..oblate..mean",6,10.3615526579976,1.7269254429996,1.80950613252176,0.0939366305484958,1103.24346307985,0.954362857335514,0.102968998870467
"TVC.Nucleus.Ellipticity..oblate..SD",6,17.5275768515271,2.92126280858785,2.64167989226395,0.0150455762008067,1278.34557722792,1.10583527441862,0.0178666217384579
"TVC.Nucleus.Ellipticity..prolate..min",6,46.56594476673,7.76099079445501,7.54574793195877,5.91778353050177e-08,1188.97496169887,1.02852505337272,1.12437887079534e-07
"TVC.Nucleus.Ellipticity..prolate..max",6,23.8632195762384,3.9772032627064,3.8816519580434,0.0007642440980282,1184.45626279336,1.02461614428491,0.000990043490627441
