"","Df","Sum Sq","Mean Sq","F value","Pr(>F)","Sum Sq_residual","Mean Sq_residual","FDR"
"TVC.Nucleus.Volume.frac.mean",33,0.504416743945298,0.0152853558771302,7.24370054720208,1.84955543890201e-29,2.38236888353229,0.002110158444227,1.09026425872119e-28
"TVC.Nucleus.Volume.frac.SD",33,0.18008743314866,0.00545719494389878,5.73951792525105,1.06318520478121e-21,1.07346525821543,0.000950810680438825,4.40506570734996e-21
"ATMgroup.Ellipticity..oblate.",33,0.440783009419446,0.0133570608914983,1.80496965329148,0.00371690611013998,8.35477855209479,0.00740015815065969,0.00408130866995763
"ATMgroup.Ellipticity..prolate.",33,2.92162428401703,0.0885340692126374,2.1120958034623,0.000273173241432757,47.3250143185806,0.0419176389004257,0.000322056874110198
"ATMgroup.Sphericity",33,2.12793706042721,0.0644829412250671,2.03775264714847,0.00052750708731362,35.7262402504912,0.0316441454831632,0.000609080348238406
"TVCgroup.Ellipticity..oblate.",33,2.49944190459559,0.075740663775624,3.76929717740046,9.54361694795686e-12,22.6862476950287,0.0200941077901052,1.81166965791724e-11
"TVCgroup.Ellipticity..prolate.",33,2.32545491534868,0.0704683307681419,3.67198463500053,2.84093630678533e-11,21.666415670397,0.0191908021881284,5.21614535016323e-11
"TVCgroup.Sphericity",33,1.65238983590674,0.0500724192699012,5.10911638802158,1.81953873153857e-18,11.0648803163416,0.00980060258311924,4.85210328410285e-18
"TVC.Volume",33,11.9916374147434,0.363382951961921,8.60398449397292,1.91903067837712e-36,47.6824839761618,0.0422342639292842,1.5352245427017e-35
"ATM.Volume",33,11.9916374147434,0.363382951961921,8.60398449397292,1.91903067837712e-36,47.6824839761619,0.0422342639292842,1.5352245427017e-35
