"Row.names","Condition","Phenotype","nTVC","nATM","migration.perturbed","orientation.perturbed","division.perturbed","TVC.contiguous","ATM.contiguous"
"X10C.Rab5.image3.2020_07_14","X10C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X10C.Rab5.image4.2020_07_14","X10C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X10C.Rab5.image5_left.2020_07_14","X10C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X10C.Rab5.image6.2020_07_14","X10C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X10C.Rab5.image8_right.2020_07_14","X10C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X10C.Rab5.image9.2020_07_14","X10C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11B.Dync2h.image1_right.2020_06_17","X11B","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11B.Dync2h.image10.2020_06_17","X11B","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11B.Dync2h.image11_left.2020_06_17","X11B","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11B.Dync2h.image11_right.2020_06_17","X11B","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11B.Dync2h.image12.2020_06_17","X11B","division perturbed",4,2,FALSE,FALSE,TRUE,1,1
"X11B.Dync2h.image19_right.2020_06_17","X11B","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11B.Dync2h.image2.2020_06_17","X11B","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11B.Dync2h.image7.2020_06_17","X11B","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11B.Dync2h.image8.2020_06_17","X11B","migration perturbed",4,2,TRUE,FALSE,FALSE,1,1
"X11B.Dync2h.image9_right.2020_06_17","X11B","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.image1_left.2020_01_10","X11E","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"X11E.Arhgef8.image1_right.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.image10_left.2020_01_10","X11E","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"X11E.Arhgef8.image10_right.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.image11_left.2020_01_10","X11E","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"X11E.Arhgef8.image11_right.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.image12.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.image13_left.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.image13_right.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.image14.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.image15.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.image17_left.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.image17_right.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.image18.2020_01_10","X11E","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"X11E.Arhgef8.image19.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.image2_left.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.image2_right.2020_01_10","X11E","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"X11E.Arhgef8.image3_left.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.image3_right.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.image4_left.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.image4_right.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.image5.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.image6.2020_01_10","X11E","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"X11E.Arhgef8.image7.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.image8.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.image9.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.nextpart_image1_left.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.nextpart_image1_right.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.nextpart_image10_left.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.nextpart_image11.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.nextpart_image12.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.nextpart_image13_right.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.nextpart_image14.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.nextpart_image15.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.nextpart_image16.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.nextpart_image2.2020_01_10","X11E","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"X11E.Arhgef8.nextpart_image3.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.nextpart_image4.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.nextpart_image5.2020_01_10","X11E","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"X11E.Arhgef8.nextpart_image6_left.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.nextpart_image7_left.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.nextpart_image7_right.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.nextpart_image8.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X11E.Arhgef8.nextpart_image9_right.2020_01_10","X11E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image10_left.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image10_right.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image11_left.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image11_right.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image13.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image15_right.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image16.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image17_left.2020_06_17","X1C","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"X1C.NDE.image19_left.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image19_right.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image2_left.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image2_right.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image20_left.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image21_left.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image21_right.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image3_left.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image4_left.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image4_right.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image5_left.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image5_right.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image6_left.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image6_right.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image8_left.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1C.NDE.image8_right.2020_06_17","X1C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.image1.2020_07_14","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.image10.2020_07_14","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.image11_right.2020_07_14","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.image12.2020_07_14","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.image13.2020_07_14","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.image14_left.2020_07_14","X1D","division perturbed",4,2,FALSE,FALSE,TRUE,1,1
"X1D.Paxillin.image14_right.2020_07_14","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.image15.2020_07_14","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.image16.2020_07_14","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.image17.2020_07_14","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.image18_right.2020_07_14","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.image19_left.2020_07_14","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.image3.2020_07_14","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.image6.2020_07_14","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.image7.2020_07_14","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.image8.2020_07_14","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.image9_left.2020_07_14","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.image9_right.2020_07_14","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide1_image1_left.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide1_image12.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide1_image13_left.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide1_image13_right.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide1_image16.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide1_image19.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide1_image2.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide1_image21.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide1_image22.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide1_image23_left.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide1_image24.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide1_image26_left.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide1_image27.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide1_image28_left.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide1_image28_right.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide1_image30_left.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide1_image31_left.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide1_image31_right.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide1_image8.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide1_image9.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide2_image1.2019_08_29","X1D","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"X1D.Paxillin.slide2_image10.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide2_image12_left.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide2_image12_right.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide2_image14.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide2_image16_right.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide2_image17.2019_08_29","X1D","migration/orientation perturbed",4,2,TRUE,TRUE,FALSE,1,1
"X1D.Paxillin.slide2_image2_left.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide2_image21_left.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide2_image24_left.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide2_image24_right.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide2_image4.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide2_image6.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide2_image8_left.2019_08_29","X1D","WT",4,2,FALSE,FALSE,FALSE,1,1
"X1D.Paxillin.slide2_image9.2019_08_29","X1D","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"X2E.Rabep.image10.2020_07_14","X2E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X2E.Rabep.image11.2020_07_14","X2E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X2E.Rabep.image12_right.2020_07_14","X2E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X2E.Rabep.image14.2020_07_14","X2E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X2E.Rabep.image17.2020_07_14","X2E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X2E.Rabep.image18_left.2020_07_14","X2E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X2E.Rabep.image19.2020_07_14","X2E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X2E.Rabep.image2.2020_07_14","X2E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X2E.Rabep.image20.2020_07_14","X2E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X2E.Rabep.image7_right.2020_07_14","X2E","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3F.Gna12.13.image1.2020_01_10","X3F","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3F.GNA12.13.image1.2020_06_17","X3F",NA,4,2,NA,NA,NA,1,1
"X3F.Gna12.13.image10.2020_01_10","X3F","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3F.GNA12.13.image10.2020_06_17","X3F",NA,4,2,NA,NA,NA,1,1
"X3F.GNA12.13.image12.2020_06_17","X3F",NA,4,2,NA,NA,NA,1,1
"X3F.Gna12.13.image13.2020_01_10","X3F","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3F.Gna12.13.image14.2020_01_10","X3F","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3F.GNA12.13.image15_right.2020_06_17","X3F",NA,4,2,NA,NA,NA,1,1
"X3F.Gna12.13.image15.2020_01_10","X3F","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3F.Gna12.13.image16.2020_01_10","X3F","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"X3F.Gna12.13.image2.2020_01_10","X3F","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3F.Gna12.13.image3.2020_01_10","X3F","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3F.Gna12.13.image4_left.2020_01_10","X3F","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3F.Gna12.13.image4_right.2020_01_10","X3F","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3F.GNA12.13.image4.2020_06_17","X3F",NA,4,2,NA,NA,NA,1,1
"X3F.GNA12.13.image5.2020_06_17","X3F",NA,4,2,NA,NA,NA,1,1
"X3F.Gna12.13.image7.2020_01_10","X3F","migration perturbed",4,2,TRUE,FALSE,FALSE,1,1
"X3F.GNA12.13.image7.2020_06_17","X3F",NA,4,2,NA,NA,NA,1,1
"X3F.Gna12.13.image9.2020_01_10","X3F","migration perturbed",4,2,TRUE,FALSE,FALSE,1,1
"X3G.Rock.image1_left.2020_07_23","X3G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3G.Rock.image1_right.2020_07_14","X3G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3G.Rock.image10.2020_07_14","X3G","division perturbed",4,2,FALSE,FALSE,TRUE,1,1
"X3G.Rock.image13_right.2020_07_14","X3G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3G.Rock.image14.2020_07_14","X3G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3G.Rock.image15.2020_07_14","X3G","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"X3G.Rock.image18_left.2020_07_14","X3G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3G.Rock.image19_right.2020_07_14","X3G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3G.Rock.image20_left.2020_07_14","X3G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3G.Rock.image20_right.2020_07_14","X3G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3G.Rock.image3.2020_07_23","X3G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3G.Rock.image4.2020_07_14","X3G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3G.Rock.image4.2020_07_23","X3G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3G.Rock.image6_right.2020_07_23","X3G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3G.Rock.image6.2020_07_14","X3G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3G.Rock.image7.2020_07_14","X3G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3G.Rock.image8_left.2020_07_14","X3G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3G.Rock.image8_right.2020_07_14","X3G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X3G.Rock.image9.2020_07_14","X3G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X4C.Daam.slide1_image1_left.2019_08_29","X4C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X4C.Daam.slide1_image11.2019_08_29","X4C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X4C.Daam.slide1_image14_right.2019_08_29","X4C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X4C.Daam.slide1_image17_left.2019_08_29","X4C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X4C.Daam.slide1_image2_right.2019_08_29","X4C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X4C.Daam.slide1_image23.2019_08_29","X4C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X4C.Daam.slide1_image25.2019_08_29","X4C","migration/orientation perturbed",4,2,TRUE,TRUE,FALSE,1,1
"X4C.Daam.slide1_image26_right.2019_08_29","X4C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X4C.Daam.slide1_image28.2019_08_29","X4C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X4C.Daam.slide1_image7_right.2019_08_29","X4C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X4C.Daam.slide1_image8_left.2019_08_29","X4C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X4C.Daam.slide2_image10_left.2019_08_29","X4C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X4C.Daam.slide2_image12.2019_08_29","X4C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X4C.Daam.slide2_image15.2019_08_29","X4C","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"X4C.Daam.slide2_image22.2019_08_29","X4C","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"X4C.Daam.slide2_image26_right.2019_08_29","X4C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X4C.Daam.slide2_image27_left.2019_08_29","X4C","WT",4,2,FALSE,FALSE,FALSE,1,1
"X4C.Daam.slide2_image5.2019_08_29","X4C","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"X4C.Daam.slide2_image7.2019_08_29","X4C","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"X6G.Farp.image1_right.2020_01_10","X6G","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"X6G.Farp.image10_right.2020_06_17","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image10.2020_01_10","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image13_left.2020_01_10","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image14_right.2020_01_10","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image15.2020_01_10","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image16_right.2020_01_10","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image19_right.2020_01_10","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image2_left.2020_01_10","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image20.2020_01_10","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image22_left.2020_01_10","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image23.2020_01_10","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image24_left.2020_01_10","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image24_right.2020_01_10","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image25_left.2020_01_10","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image25_right.2020_01_10","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image26.2020_01_10","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image27.2020_01_10","X6G","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"X6G.Farp.image28.2020_01_10","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image29.2020_01_10","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image4_left.2020_01_10","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image4_left.2020_06_17","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image4_right.2020_06_17","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image6.2020_01_10","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image7_left.2020_06_17","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X6G.Farp.image7_right.2020_06_17","X6G","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7D.EPB4.1.image4.2020_06_17","X7D",NA,4,2,NA,NA,NA,1,1
"X7D.EPB4.1.image6.2020_06_17","X7D",NA,4,2,NA,NA,NA,1,1
"X7D.EPB4.1.image9_right.2020_06_17","X7D",NA,4,2,NA,NA,NA,1,1
"X7H.ADF.Cofilin.slide1_image1_left.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image1_right.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image10.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image14_left.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image15.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image16.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image17_left.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image17_right.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image18_right.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image19_left.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image19_right.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image20_left.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image25_left.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image28_right.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image4_right.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image40_left.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image40_right.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image43.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image45_right.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image46.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image49.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image6.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide1_image7.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
"X7H.ADF.Cofilin.slide2_image11_left.2019_08_29","X7H","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"X7H.ADF.Cofilin.slide2_image11_right.2019_08_29","X7H","WT",4,2,FALSE,FALSE,FALSE,1,1
