"","5HTR","ADF/Cofilin","Arhgef8","BMP","Col9a1","Daam","Ddr","Depdc","Dync2h","EPB4.1","Eph","Ets","Farp","FGF4","Fgfr","Foxf","FZD","Gata","Gna-L/S","Gna12/13","Hand","Handr","MRF","NDE","Paxillin","Rab5","Rabep","Rho","RNF149","Rock","TLE","Tol","Tyrosinase","Vangl"
"ATM.Nucleus.Ellipticity..prolate..min",1,1,1,1,1,1,1,1,1,0.897245980376776,1,1,1,1,0.112121498212218,0.24924770203824,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98876953125,1,1,1
"ATM.Nucleus.Ellipticity..prolate..max",1,1,1,1,1,1,1,1,1,1,1,0.0436644450168499,1,1,1,1,1,1,1,1,1,0.0477698607160829,1,1,1,1,1,1,1,1,1,1,1,1
"ATM.Nucleus.Ellipticity..prolate..mean",1,1,1,1,1,1,1,1,1,1,1,0.355846171694993,1,1,0.217607673257589,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ATM.Nucleus.Ellipticity..prolate..SD",1,0.209547316117197,1,1,1,1,1,1,1,0.152976532868384,1,1,1,0.252990253636335,1,1,1,1,1,1,1,0.00338175829443717,0.773691336764872,1,1,1,1,1,1,1,1,0.0943610813569845,1,1
"ATM.Nucleus.Sphericity.min",1,1.00645580877124e-05,1,1,1,0.0134295560434685,1,1.31131002344003e-10,0.078067395836115,0.5485988122646,0.0268502918538695,1.32048862991999e-11,0.00163507461547852,1,2.04890966415405e-07,4.49449675837479e-07,1,0.004562889270822,0.0287178713196223,1,0.00154816534936104,5.57172698203681e-08,1,1,0.000214450061321259,1,0.859375,0.0365655645728112,0.200718224048614,1,0.00335693359375,1,0.00283241271972656,0.8863525390625
"ATM.Nucleus.Sphericity.max",1,9.63623202825456e-06,1,1,1,0.0134295560434685,0.21484375,1.92135787059123e-13,0.000486411154270173,0.317714564405057,0.000943407709383656,1.32048862991999e-11,0.00141145288944245,1,4.02331352233887e-07,8.64071138381934e-08,1,0.0043430651420517,0.0732512133435242,0.173377261953586,0.00151226595566356,5.81099735217985e-09,1,0.859375,0.000140343327075243,1,0.859375,0.000413162633776665,0.00817310810089111,1,0.00665283203125,1,5.24520874023437e-05,0.8863525390625
"ATM.Nucleus.Sphericity.mean",1,9.63623202825456e-06,1,1,1,0.0134295560434685,0.5859375,1.28317208993981e-11,0.00609592534601689,0.336334785741983,0.00102258679345591,1.32048862991999e-11,0.00123751163482666,1,2.04890966415405e-07,8.97908754262542e-08,1,0.0043430651420517,0.0366699265085838,0.397500328804037,0.00151226595566356,5.81099735217985e-09,1,0.859375,0.000140343327075243,1,0.859375,0.000747129321098328,0.0149684548377991,1,0.00665283203125,1,0.000259876251220703,0.8863525390625
"ATM.Nucleus.Sphericity.SD",1,1,1,1,1,1,1,1,1,0.847984191719934,1,1,1,0.0332444799974774,1,1,0.0245382424741562,1,1,1,0.261941894927436,1,0.0095836379180539,1,1,1,1,1,1,1,1,0.0081383331413187,1,1
"ATM.Nucleus.Volume.frac.min",1,0.66213339647034,1,0.333573997589892,1,1,1,2.08421977657863e-06,1,1,1,0.709896838760392,1,1,1,0.00433947621596407,1,0.156756521149641,1,1,1,1,1.19788666425498e-06,1,0.153345139697194,1,1,1,1,1,1,0.0900134452693484,1,1
"ATM.Nucleus.Volume.frac.max",1,0.00721120223973754,1,0.108419099122422,1,1,1,8.65587811093713e-09,1,1,0.522443545595043,3.87177758709589e-05,1,1,1,1.31904852150174e-05,1,0.00663221573438508,1,1,1,0.145027332672974,1.20101329228365e-05,1,0.0148750264197588,1,1,0.443156454712153,0.012984037399292,1,1,0.019297465191424,0.00555992126464844,1
"ATM.Nucleus.Volume.frac.mean",1,0.036022301932509,1,0.0734731904837453,1,1,1,2.95129368468351e-07,1,1,1,2.88791462306197e-05,1,1,1,0.000172417372171775,1,0.04764390586319,1,1,1,1,4.77150917688626e-07,1,0.019507110118866,1,1,1,1,1,1,0.0201097711895346,0.477862358093262,1
"ATM.Nucleus.Volume.frac.SD",1,1,1,1,1,1,1,0.406673704205144,1,0.847984191719934,1,1,1,0.194603546114878,0.831100982006537,1,1,1,1,1,1,1,0.694432480655645,1,1,1,1,1,1,1,1,1,1,1
