"","ATM.dist.mean_Nucleus","TVC.dist.min_Nucleus","TVC.dist.max_Nucleus","TVC.dist.mean_Nucleus","TVC.dist.sd_Nucleus","TVC.ATM.dist.min_Nucleus","TVC.ATM.dist.max_Nucleus","TVC.ATM.dist.mean_Nucleus","TVC.ATM.dist.sd_Nucleus","TVC.cosine.min_Nucleus","TVC.cosine.max_Nucleus","TVC.cosine.sd_Nucleus","ATM.Nucleus.Dist.to.Cell.Membrane.min","ATM.Nucleus.Dist.to.Cell.Membrane.max","ATM.Nucleus.Dist.to.Cell.Membrane.mean","ATM.Nucleus.Dist.to.Cell.Membrane.SD","TVC.Nucleus.Dist.to.Cell.Membrane.min","TVC.Nucleus.Dist.to.Cell.Membrane.max","TVC.Nucleus.Dist.to.Cell.Membrane.mean","TVC.Nucleus.Dist.to.Cell.Membrane.SD","ATM.dist.mean_Cell","TVC.dist.min_Cell","TVC.dist.max_Cell","TVC.dist.mean_Cell","TVC.dist.sd_Cell","TVC.ATM.dist.min_Cell","TVC.ATM.dist.max_Cell","TVC.ATM.dist.mean_Cell","TVC.ATM.dist.sd_Cell","TVC.cosine.min_Cell","TVC.cosine.max_Cell","TVC.cosine.sd_Cell","ATM.Cell.Ellipticity..oblate..min","ATM.Cell.Ellipticity..oblate..max","ATM.Cell.Ellipticity..oblate..mean","ATM.Cell.Ellipticity..oblate..SD","ATM.Cell.Ellipticity..prolate..min","ATM.Cell.Ellipticity..prolate..max","ATM.Cell.Ellipticity..prolate..mean","ATM.Cell.Ellipticity..prolate..SD","ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.min","ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.max","ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.mean","ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.SD","ATM.Cell.Sphericity.min","ATM.Cell.Sphericity.max","ATM.Cell.Sphericity.mean","ATM.Cell.Sphericity.SD","ATM.Cell.Volume.frac.min","ATM.Cell.Volume.frac.max","ATM.Cell.Volume.frac.mean","ATM.Cell.Volume.frac.SD","ATM.Nucleus.Ellipticity..oblate..min","ATM.Nucleus.Ellipticity..oblate..max","ATM.Nucleus.Ellipticity..oblate..mean","ATM.Nucleus.Ellipticity..oblate..SD","ATM.Nucleus.Ellipticity..prolate..min","ATM.Nucleus.Ellipticity..prolate..max","ATM.Nucleus.Ellipticity..prolate..mean","ATM.Nucleus.Ellipticity..prolate..SD","ATM.Nucleus.Sphericity.min","ATM.Nucleus.Sphericity.max","ATM.Nucleus.Sphericity.mean","ATM.Nucleus.Sphericity.SD","ATM.Nucleus.Volume.frac.min","ATM.Nucleus.Volume.frac.max","ATM.Nucleus.Volume.frac.mean","ATM.Nucleus.Volume.frac.SD","TVC.Cell.Ellipticity..oblate..min","TVC.Cell.Ellipticity..oblate..max","TVC.Cell.Ellipticity..oblate..mean","TVC.Cell.Ellipticity..oblate..SD","TVC.Cell.Ellipticity..prolate..min","TVC.Cell.Ellipticity..prolate..max","TVC.Cell.Ellipticity..prolate..mean","TVC.Cell.Ellipticity..prolate..SD","TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.min","TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.max","TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.mean","TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.SD","TVC.Cell.Sphericity.min","TVC.Cell.Sphericity.max","TVC.Cell.Sphericity.mean","TVC.Cell.Sphericity.SD","TVC.Cell.Volume.frac.min","TVC.Cell.Volume.frac.max","TVC.Cell.Volume.frac.mean","TVC.Cell.Volume.frac.SD","TVC.Nucleus.Ellipticity..oblate..min","TVC.Nucleus.Ellipticity..oblate..max","TVC.Nucleus.Ellipticity..oblate..mean","TVC.Nucleus.Ellipticity..oblate..SD","TVC.Nucleus.Ellipticity..prolate..min","TVC.Nucleus.Ellipticity..prolate..max","TVC.Nucleus.Ellipticity..prolate..mean","TVC.Nucleus.Ellipticity..prolate..SD","TVC.Nucleus.Sphericity.min","TVC.Nucleus.Sphericity.max","TVC.Nucleus.Sphericity.mean","TVC.Nucleus.Sphericity.SD","TVC.Nucleus.Volume.frac.min","TVC.Nucleus.Volume.frac.max","TVC.Nucleus.Volume.frac.mean","TVC.Nucleus.Volume.frac.SD","nATM","nTVC","ATMgroup.Ellipticity..oblate.","ATMgroup.Ellipticity..prolate.","ATMgroup.Sphericity","TVCgroup.Ellipticity..oblate.","TVCgroup.Ellipticity..prolate.","TVCgroup.Sphericity","TVC.Volume","ATM.Volume","Threshold.nuclei","Threshold.membrane","surface.dist"
"Depdc.image18_left.2020_01_10",0.251346430559811,0.0598212924011741,0.24361400071123,0.138421819935188,0.0591509038358833,0.60971146414362,1,0.796648266247183,0.132490999981848,-0.823571540335665,0.955195981796905,0.625918868407841,0.044870602848739,0.0494681296013645,0.0471693662250517,0.00325094234346801,0.0177702955726541,0.047577515608406,0.034394830174362,0.0144894863885968,0.275882299661285,0.080606112820817,0.243502571865398,0.14321791368372,0.0535734112991002,0.6027804259822,1,0.796390882115673,0.139321230625744,-0.706888656300232,0.924706522518063,0.577676346934351,0.192892,0.440356,0.316624,0.174983472499548,0.420597,0.636941,0.528769,0.152978309469022,0.068563,0.0698331,0.06919805,0.000898096322785031,0.459126,0.459483,0.4593045,0.000252437120883595,0.226385278524328,0.338352107229051,0.28236869287669,0.0791725038450627,0.317128,0.502793,0.4099605,0.131284980529,0.240789,0.464903,0.352846,0.158472529158842,0.639707,0.650438,0.6450725,0.0075879628689128,0.209162405243975,0.307290150916726,0.25822627808035,0.0693867943877508,0.309933,0.498444,0.40896875,0.0782520090876266,0.217471,0.416467,0.3227955,0.0818850876839,0.0688133,0.105729,0.08784375,0.0185877245974326,0.434778,0.548916,0.5029825,0.0497525808878293,0.0703372447655833,0.12960841618814,0.108815653561655,0.0263158174956525,0.363887,0.631286,0.45934025,0.11785133026367,0.23681,0.512405,0.356671,0.116749888682317,0.598524,0.638697,0.6274715,0.0193340579375705,0.0951967183580704,0.151103812414252,0.120886860959825,0.0242604979601149,2,4,0.118958,0.607097,0.610627,0.239131,0.706389,0.746829,0.435791420213023,0.564208579786977,120,37.6,41.1
"Depdc.image19_left.2020_01_10",0,0.167295341270056,1,0.528724427999492,0.284611241139797,0,0,0,0,-0.998615038961353,0.999910673876012,0.977631187792541,0,0,0,0,0.0443239993872072,0.0598403650944539,0.0490375770600855,0.00726616728471878,0,0.285855661212402,1,0.548502358013051,0.276642737395818,0,0,0,0,-0.993971431500947,0.999284659946222,0.9780823348527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249249,0.5122,0.36386275,0.121630397051546,0.323957,0.666506,0.48166,0.14104354701297,0.0799039,0.11308,0.098038175,0.0137000404102506,0.438223,0.458287,0.44924675,0.0103454689719703,0.218957159472893,0.306953626165074,0.25,0.0389734425441221,0.327939,0.407966,0.38019975,0.0356004765546287,0.439797,0.580608,0.48401325,0.0652790611777621,0.623903,0.631178,0.6272145,0.00308866621699401,0.238753782741255,0.25839192410716,0.25,0.00829424049500218,0,4,0,0,0,0.0384818,0.655648,0.525149,1,0,88.3,22.2,0
"Depdc.image2_left.2020_01_10",0.106828057942154,0.0625406110131841,0.165281942561478,0.103449223784981,0.0347790357990886,0.659989852756932,1,0.84493971970728,0.10460782296829,-0.764486047481959,0.969794405144207,0.558970963618245,0.0236509816510725,0.0446695690200038,0.0338150789172931,0.0105262878284729,0.0308922116805285,0.042077012879567,0.0344667739653898,0.00513951248371232,0.109908438979694,0.0802536717204341,0.176253698873402,0.110177519299821,0.034452868895663,0.6333649167689,1,0.814577929640742,0.106306312882001,-0.648994468457137,0.938082377911114,0.523450985320157,0.314768,0.383952,0.354618333333333,0.035770891410941,0.287189,0.585205,0.461590333333333,0.155363599975455,0.0673323,0.107227,0.0932401,0.0224605802380526,0.464871,0.553432,0.499399666666667,0.0473925884536109,0.125159336465962,0.272513815910907,0.189568203722316,0.0754058607644976,0.290028,0.512808,0.394231666666667,0.112083282697882,0.19302,0.491108,0.367977666666667,0.15565560798228,0.640196,0.654011,0.646742333333333,0.00693576818624537,0.120712558197345,0.295261868633249,0.183072621310284,0.0973605471568949,0.280041,0.471147,0.37373125,0.0845761377078862,0.331772,0.478196,0.39318575,0.0729752220614413,0.0757924,0.152618,0.1104491,0.0316668173251855,0.47857,0.574788,0.52542875,0.0395066120489132,0.0745778560067027,0.152387862712866,0.107823847208263,0.0353310290774644,0.28806,0.51975,0.40828875,0.0966700764296619,0.305747,0.415985,0.340823,0.0506132384526684,0.642362,0.66042,0.654758,0.00853918009335011,0.0921809697917584,0.128005676021399,0.112695534017287,0.0154403809466513,3,4,0.179564,0.626891,0.759331,0.423635,0.418397,0.750827,0.43106716809424,0.56893283190576,91.7,17.4,60.9
"Depdc.image2_left.2020_06_17",0.219792990268693,0.144232534578623,0.24461350807086,0.191933987580178,0.039977687338564,0.701687204184825,1,0.841895067944491,0.0925123775727407,-0.184269726352968,0.814945705090878,0.358691215277899,0.0258471545182564,0.081928810498726,0.0568462009922382,0.0285051083872818,0.0437443632951134,0.0761870670204936,0.0604047543478229,0.0165081702942288,0.225329557434125,0.160237372604387,0.250777464600616,0.191442148910499,0.0370219936739268,0.684370480377472,1,0.822959149172418,0.0982301167219706,-0.121164913047786,0.773124097833395,0.355295841782466,0.301423,0.450152,0.352141,0.0848972893972475,0.337411,0.605781,0.511695666666667,0.151094553261636,0.0529053,0.0785219,0.0620765333333333,0.0142736579300239,0.433057,0.513804,0.484024333333333,0.0443475750896634,0.0879578957485915,0.282279075649471,0.171466269360894,0.0999966463055008,0.256181,0.468432,0.353108333333333,0.107314680078419,0.394118,0.626434,0.518818333333333,0.117096521469826,0.578364,0.628035,0.606886666666667,0.0256434719633152,0.0543218409550103,0.252598401922955,0.132993410239433,0.105285599486805,0.439224,0.579269,0.51090375,0.0748643710112939,0.234986,0.380064,0.3039095,0.0610994485381551,0.069847,0.178225,0.12739275,0.0451879886870763,0.45174,0.521998,0.48936925,0.0347145195115339,0.067877079649398,0.184284601181482,0.121400297979329,0.0577414343027031,0.343101,0.607255,0.4935685,0.119832140236527,0.24652,0.548422,0.34729275,0.136799058694069,0.598126,0.648588,0.62057825,0.0236123317269458,0.103061814143501,0.206730787899027,0.150254942320425,0.0427007341623905,3,4,0.168659,0.852835,0.703269,0.562865,0.284084,0.815422,0.485839105118875,0.514160894881125,17.9,14.3,20.1
"Depdc.image2_right.2020_06_17",0.241935562465534,0.140685071165181,0.323500562898044,0.221198956484287,0.0808126288901178,0.694142389901675,1,0.840529893073936,0.0882423795409985,-0.856516072229897,0.970212898808741,0.606001319094027,0.0329446836627138,0.0722548950867433,0.0529235744688012,0.0196631048136327,0.0441963452445527,0.0725259709794553,0.0604766749852386,0.0118211823212233,0.247949310029031,0.172900653245901,0.336232970223486,0.228936788525779,0.0779226836944185,0.68297366656389,1,0.831074774203703,0.0950007422908106,-0.735630185232868,0.937371974122609,0.559087682949,0.296614,0.491789,0.411975,0.102327963250521,0.243652,0.642237,0.434716666666667,0.199801382078136,0.129689,0.163952,0.148586,0.0174022775233588,0.383162,0.518458,0.438321666666667,0.0710220199116677,0.0876313855434976,0.227180636143357,0.166136513779208,0.0713944212125891,0.339516,0.429335,0.373363666666667,0.0488257684049451,0.409503,0.547962,0.489147666666667,0.0715412521579916,0.56935,0.643777,0.599624,0.0391064516799978,0.0998945080101307,0.211064273237067,0.169045148009106,0.0603470669998164,0.202015,0.406512,0.28796025,0.0897646189927672,0.313264,0.444535,0.358747,0.0587613685738059,0.0752336,0.23852,0.1562729,0.0673318568765187,0.42358,0.562944,0.50861325,0.0609177362425482,0.088959397680739,0.174961535461523,0.125397614665594,0.0430657083563414,0.261181,0.437956,0.35010525,0.0780915715399769,0.32313,0.634959,0.46928325,0.130999208998566,0.624813,0.653994,0.635122,0.0129181251735691,0.0990719267449955,0.150780939690187,0.123216138993171,0.0259627027455449,3,4,0.162476,0.772253,0.620511,0.362561,0.492985,0.707678,0.50300024922198,0.49699975077802,20.6,13.5,23.5
"Depdc.image2.2020_06_17",0.342968270523974,0.0828569363019033,0.208903562619842,0.133278479400663,0.0418822026375993,0.64004314135965,1,0.820325490091163,0.137769467432005,-0.756820756574216,0.965811653213168,0.531236202174349,0.0298602452930984,0.0557522605058896,0.042806252899494,0.0183084195355499,0.0207052623825775,0.0445344118320783,0.0348655007919539,0.010250863686658,0.430558901714419,0.0992991434625097,0.225689392077349,0.150823035695693,0.0428479022680001,0.57588751992097,1,0.790073167769141,0.168061508393232,-0.719925645851187,0.952233889474685,0.494148290882319,0.161247,0.185888,0.1735675,0.0174238181952177,0.493245,0.493932,0.4935885,0.000485782358675153,0.0866581,0.109613,0.09813555,0.0162315654514591,0.228094,0.394199,0.3111465,0.117453971888991,0.310598181508824,0.370855373405119,0.340726777456972,0.0426082690051295,0.519085,0.560395,0.53974,0.0292105811308162,0.26938,0.298469,0.2839245,0.0205690291579355,0.564852,0.631776,0.598314,0.0473224142241285,0.333492171664688,0.345982570501552,0.33973737108312,0.00883204571727101,0.275765,0.533392,0.408834,0.111894766583012,0.325881,0.540066,0.39969475,0.0963512283553424,0.0755115,0.124372,0.09692265,0.0203347471461208,0.311249,0.496065,0.415833,0.0768510911308356,0.060296658097097,0.0978843659967729,0.0796366112715142,0.0155636172724501,0.395051,0.664695,0.531054,0.11362393909149,0.171774,0.458655,0.30057375,0.118748936058041,0.518067,0.603517,0.57953625,0.0411901423755328,0.0477370892920405,0.103864757270501,0.0801313144584399,0.0243866330555827,2,4,0.0705865,0.500531,0.43533,0.526002,0.262051,0.573249,0.316369499901396,0.683630500098604,32.2,12,27.4
"Depdc.image3_right.2020_06_17",0.209569836054974,0.111401856385595,0.249062042334028,0.183025461213906,0.0486826278988945,0.805293577321559,1,0.915684499565867,0.0688020030459371,-0.549327465643901,0.927527456432854,0.426239639982164,0.0385704289720551,0.0728200349212667,0.0593418712572254,0.0182524741255297,0.0368320082109929,0.0598666223736948,0.0524747762202328,0.0106238395952669,0.263154644141239,0.174414999943679,0.277748370556986,0.212449481101148,0.041956694746171,0.700515075326483,1,0.85980632218909,0.1029199143338,-0.219655072010194,0.790374353644322,0.359122759306609,0.138547,0.57776,0.386337333333333,0.224966664700203,0.191927,0.5542,0.390043666666667,0.183508609640892,0.00951102,0.0797266,0.03468894,0.0390942946391772,0.206919,0.498089,0.391393666666667,0.160412626514665,0.171693530320359,0.240975924006427,0.195469927250003,0.0394226349980799,0.0962602,0.303966,0.171797733333333,0.114850793670803,0.560032,0.609876,0.584905666666667,0.0249221406049587,0.454767,0.591964,0.510345,0.072210487209269,0.0328888195361449,0.361777232835686,0.148761417867451,0.184714646156171,0.299131,0.544235,0.43907675,0.104901712488008,0.305057,0.58871,0.412921,0.133122400887304,0.0558728,0.0870128,0.07441895,0.0131790670799062,0.442735,0.506323,0.483244,0.0290398919419477,0.0713731387759521,0.165900971250513,0.103397554562498,0.0430788188250652,0.361351,0.553674,0.45782125,0.100285810416612,0.303768,0.53384,0.41294525,0.115238405199468,0.592723,0.623125,0.6062255,0.0127784774914698,0.103461096633968,0.178491297405077,0.138428936599412,0.03136501799732,3,4,0.116832,0.482127,0.406861,0.833919,0.107019,0.673142,0.4174018349103,0.5825981650897,14.9,7.59,28.3
"Depdc.image3.2020_06_17",0.213702400432135,0.0947637796748864,0.311645091464511,0.185272361098316,0.0987124961789784,0.635787014944484,1,0.853944499156438,0.122447427151737,-0.931302950091436,0.992397239635311,0.661870453169305,0.0262057539271037,0.0889130209198181,0.0575593874234609,0.0443407337202237,0.0162888950709328,0.0468299418284611,0.0347697142418349,0.0130416250537527,0.215743754495086,0.119441530933501,0.310506430638393,0.194094018254286,0.0857748111927264,0.612790813422388,1,0.841722718031999,0.130989963954519,-0.979521946260757,0.99643824240536,0.665491841419368,0.260638,0.305218,0.282928,0.0315228203052963,0.471264,0.574568,0.522916,0.0730469589236951,0.0516988,0.111606,0.0816524,0.0423607873618987,0.345852,0.372397,0.3591245,0.0187701495065969,0.20403583643336,0.418096720817703,0.311066278625531,0.151363902934959,0.445993,0.469171,0.457582,0.0163893209743418,0.380438,0.407284,0.393861,0.018982988647734,0.577908,0.594766,0.586337,0.0119204061172428,0.307224462191463,0.308232521680857,0.30772849193616,0.000712805700789889,0.219826,0.428979,0.34466925,0.0994874891544158,0.348779,0.43313,0.3908025,0.046644560701115,0.0556954,0.0974872,0.075269475,0.0196463905111304,0.176507,0.492023,0.369332,0.146392485503867,0.0811463642657925,0.115550461646384,0.0944668606872344,0.0157990624167769,0.390847,0.707402,0.55195925,0.129922517294925,0.175609,0.48959,0.3179205,0.129578398309029,0.569309,0.598897,0.58189425,0.0123466215453189,0.0856144631017472,0.111409639688642,0.0961357540319202,0.0110480902383105,2,4,0.239715,0.727333,0.579924,0.294528,0.486923,0.407604,0.366605250970549,0.633394749029451,50,19.5,31.3
"Depdc.image4_right.2020_06_17",0.286302743875883,0.171366652085902,0.171366652085902,0.171366652085902,0,0.399115438954814,1,0.659539853114982,0.22924266648673,0,0,0,0.0282314266533892,0.0802995841873224,0.0524214329817666,0.0273329988970246,0.025940948729101,0.0332824612525347,0.0296117049908178,0.00519123328948591,0.278193701013122,0.164758891099498,0.164758891099498,0.164758891099498,0,0.321091037955275,1,0.639851244677578,0.240134805898569,0,0,0,0.230539,0.558337,0.43171525,0.155352352254212,0.281721,0.728029,0.41143275,0.212203730241129,0.0606475,0.080534,0.070474525,0.00822582765455853,0.304716,0.487215,0.40183425,0.0875636040996296,0.110444974459018,0.312191127804158,0.214313184853438,0.111189096642164,0.350471,0.463425,0.40116125,0.0467263870518219,0.389759,0.511297,0.4514565,0.0497075300164204,0.618838,0.644344,0.63209475,0.0104307279827441,0.111755837607485,0.325323990067645,0.218258061950804,0.114138623103031,0.413998,0.492895,0.4534465,0.0557886037152751,0.367722,0.459106,0.413414,0.0646182460919515,0.0579515,0.0638417,0.0608966,0.004165000362545,0.442726,0.482629,0.4626775,0.0282156818896868,0.0689938372882828,0.0737534232979657,0.0713736302931243,0.00336553554308742,0.518162,0.547406,0.532784,0.0206786307090194,0.277341,0.308141,0.292741,0.0217788888605457,0.617109,0.624907,0.621008,0.00551401867969268,0.0627050406285523,0.0642627115682316,0.063483876098392,0.00110143968430443,4,2,0.179202,0.666283,0.489766,0.363413,0.405399,0.637801,0.142069670789463,0.857930329210537,32.1,19.7,0
"Depdc.image5.2020_06_17",0,0.0879875815922103,0.399669360866667,0.205414654036595,0.0973749918393389,0.704187725407873,1,0.845818936838759,0.130104914543873,-0.937357095970767,0.994446099967542,0.69634549361973,0.0382685447560224,0.0382685447560224,0.0382685447560224,0,0.0245101248572383,0.0358658139310756,0.0326114160788341,0.00436333474058872,0,0.102618482148554,0.412387979229052,0.215080267346993,0.0988200659842949,0.670354105955545,1,0.830551641253736,0.142004792771226,-0.960128531015998,0.995628285495425,0.690617080963845,0.224247,0.224247,0.224247,0,0.527835,0.527835,0.527835,0,0.121136,0.121136,0.121136,0,0.232334,0.232334,0.232334,0,0.240904533087984,0.240904533087984,0.240904533087984,0,0.264927,0.264927,0.264927,0,0.153566,0.153566,0.153566,0,0.655916,0.655916,0.655916,0,0.233154099796139,0.233154099796139,0.233154099796139,0,0.311056,0.570189,0.403951833333333,0.0911014149075999,0.250426,0.57256,0.389580166666667,0.120183813829345,0.0781451,0.18798,0.135522166666667,0.0440679228669865,0.253044,0.314347,0.281963166666667,0.025600698954651,0.100163346427403,0.16024212648656,0.126515911152003,0.0249999804727974,0.290069,0.512397,0.407259833333333,0.086561506868623,0.236304,0.435514,0.343356666666667,0.0711247301398513,0.596604,0.645009,0.624295666666667,0.0165009353149046,0.104035933628059,0.147278941950708,0.127807650033977,0.0195488537962481,1,6,0.219611,0.503697,0.498594,0.35164,0.361575,0.413026,0.747562376903679,0.252437623096321,22.5,14.5,30.4
"Depdc.image6_left.2020_06_17",0,0.0850598235175713,0.291304349534121,0.161139613149464,0.0613176815992733,0.788224447309236,1,0.889364470527841,0.0827962194419802,-0.985672249256195,0.997257720872976,0.590995847645492,0.0528042570715772,0.0528042570715772,0.0528042570715772,0,0.0182655500754797,0.0519166816576415,0.0362663374015853,0.0131394033791484,0,0.0895176786139771,0.325602869112963,0.18102248889798,0.0697508598821624,0.777366484644995,1,0.884343620666492,0.0912364571757571,-0.991806864476982,0.998704221098793,0.602101206033898,0.272382,0.272382,0.272382,0,0.639204,0.639204,0.639204,0,0.131818,0.131818,0.131818,0,0.31362,0.31362,0.31362,0,0.303558125017288,0.303558125017288,0.303558125017288,0,0.476916,0.476916,0.476916,0,0.240062,0.240062,0.240062,0,0.630489,0.630489,0.630489,0,0.415515574279992,0.415515574279992,0.415515574279992,0,0.270725,0.577665,0.447225333333333,0.111141879668587,0.192941,0.457574,0.314858333333333,0.0948353558893869,0.0198332,0.153404,0.0948725666666667,0.0471477366121712,0.248575,0.481346,0.381909833333333,0.0910202653422119,0.0632713181800079,0.258659623818529,0.116073645830452,0.0722062965904528,0.30143,0.437492,0.381823,0.0505588236967594,0.32042,0.633355,0.460752,0.115225981863467,0.556225,0.627174,0.5963465,0.0257903571805433,0.0574980089698874,0.163636775675116,0.0974140709533347,0.0476934071454581,1,6,0.26253,0.642068,0.622025,0.56924,0.280381,0.527703,0.69488952925326,0.30511047074674,10.2,15.9,39.9
"Depdc.image6_right.2020_06_17",0.462018444455648,0.0775897608950115,0.13197770756363,0.0999225633416833,0.0217792946618207,0.647755161832239,1,0.822781873000896,0.134304405264985,-0.334142287217041,0.832443764226571,0.379768022126505,0.0245038558355658,0.0285379432184616,0.0265208995270137,0.00285253054434475,0.0248222628950187,0.0325671172095172,0.0296996713656364,0.00344256307885118,0.582945379916591,0.0890913989308687,0.146676263137792,0.11653455280554,0.0246243979922181,0.573529663636204,1,0.782905742313299,0.169450956580442,-0.234551183456069,0.807068807099389,0.36722065456192,0.0615487,0.118825,0.09018685,0.0405004601312751,0.662019,0.770018,0.7160185,0.0763668252613659,0.103975,0.113995,0.108985,0.00708520994748921,0.188526,0.242128,0.215327,0.0379023376851613,0.225905751550943,0.305727365738659,0.265816558644801,0.0564424046773906,0.299044,0.430618,0.364831,0.0930368676278388,0.226277,0.534343,0.38031,0.217835557653015,0.607081,0.626567,0.616824,0.0137786827382011,0.246272019324383,0.306753745575507,0.276512882449945,0.0427670387700382,0.335478,0.569908,0.4229225,0.10739003086724,0.167998,0.446517,0.32458575,0.124768554896323,0.0593946,0.128956,0.10050575,0.0302789276663381,0.343912,0.466715,0.41193125,0.0636850889527263,0.091332081739535,0.147510760659785,0.1170917206776,0.0273912045215411,0.384433,0.589019,0.47866675,0.108867726323813,0.276576,0.475732,0.36368575,0.0928428948650173,0.592192,0.60999,0.599386,0.00816522626753233,0.0793214421936993,0.163439801611201,0.111743558775028,0.0382775980639171,2,4,0.0340418,0.40067,0.33943,0.680048,0.20307,0.581929,0.467000629166235,0.532999370833765,10.2,15.9,48.7
"Depdc.image6.2020_06_17",0,0.226436377828123,1,0.50041806583178,0.220739404211343,0,0,0,0,-0.897256105246612,0.984983406311307,0.596828369073446,0,0,0,0,0.0660596138697253,0.104952539508033,0.0911148220747515,0.0153110394809079,0,0.270353689010292,1,0.517448980071467,0.213308587859718,0,0,0,0,-0.950462528538128,0.989234670135403,0.581343558425541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358121,0.523255,0.424787714285714,0.0617519459118882,0.273249,0.43532,0.344079571428571,0.0551071666962267,0.0686594,0.130711,0.1083095,0.0216857754907835,0.287322,0.556511,0.461889857142857,0.0922037350823862,0.102303396843831,0.232508135114111,0.142857142857143,0.044630056603918,0.230338,0.69442,0.448365,0.149400954406813,0.196965,0.48402,0.340919285714286,0.105996166634639,0.583002,0.640136,0.598623,0.0197965885360753,0.0972545972545973,0.248220554789898,0.142857142857143,0.0504389493160063,0,7,0,0,0,0.356731,0.424484,0.543887,1,0,29.6,17.7,0
"Depdc.image7_right.2020_06_17",0.392615616706043,0.0817383933363597,0.150807700367446,0.109786894139899,0.0363160133336371,0.625417238434602,1,0.813973331861936,0.148958050813194,-0.422616997247239,0.871033924311954,0.730797246918616,0.0288778854185721,0.0313460429481819,0.030111964183377,0.0017452509262237,0.0239694366540418,0.0450431008516368,0.0347250892004875,0.010543646325782,0.440785139007729,0.0967447959038335,0.144885317481124,0.119059237845563,0.024261618946454,0.600554337207853,1,0.799306274371768,0.161887998363813,0.0768899394835287,0.746168766641416,0.353048754155994,0.0891486,0.490421,0.2897848,0.283742435143001,0.235515,0.724554,0.4800345,0.345802793164688,0.0839625,0.0847359,0.0843492,0.000546876384569681,0.210013,0.227021,0.218517,0.0120264721344208,0.312753272390891,0.367909819735365,0.340331546063128,0.0390015686541142,0.519913,0.711068,0.6154905,0.135166996757715,0.182029,0.317444,0.2497365,0.0957528647743763,0.602841,0.625498,0.6141695,0.0160209183413436,0.319811136382672,0.373044817667094,0.346427977024883,0.0376418970237378,0.273738,0.455976,0.383367,0.0965946813287357,0.284223,0.666931,0.414049333333333,0.219028113748745,0.0351396,0.141495,0.0903812666666667,0.0532977265227452,0.246663,0.49831,0.402160666666667,0.13591623028297,0.0873183176182517,0.141113332109855,0.106445635957915,0.0300766255246363,0.319219,0.493143,0.410435666666667,0.0872736845179195,0.294002,0.579067,0.441794,0.14282331944399,0.532649,0.604769,0.577521666666667,0.0391575392655531,0.0627067291970071,0.141684505733932,0.102381348650078,0.0394901985927889,2,3,0.0682495,0.541156,0.347985,0.47984,0.376978,0.610443,0.339854450153249,0.660145549846751,50.3,20.4,37
"Depdc.image8_left.2020_06_17",0.255423486868404,0.12130345171001,0.219486075645836,0.150632554638392,0.0348886783422237,0.69158986366113,1,0.840444378413766,0.089598191058532,-0.42253279629564,0.865498516346324,0.412140961279567,0.0330922742965728,0.0442723287111863,0.0393154849968843,0.00569659268211015,0.0218443440460968,0.044764399905744,0.029773683893267,0.0102279972996598,0.257341712752527,0.123019518873823,0.222872977782733,0.153092274712432,0.0362869269393982,0.69376217237371,1,0.854533803467909,0.0913177124439356,-0.453631365246956,0.870645427346829,0.422390226739098,0.165513,0.338944,0.276107333333333,0.0960737944724436,0.537949,0.726726,0.611780666666667,0.100880816423804,0.0549856,0.143891,0.0992528666666667,0.04445386028067,0.349856,0.495169,0.445818333333333,0.0831171016959406,0.129929445581716,0.26696478375963,0.210125070959391,0.0714408494254335,0.226381,0.538201,0.384701333333333,0.15596588479643,0.322213,0.41879,0.359110333333333,0.0521637351647036,0.619888,0.661103,0.640893333333333,0.0206190172009563,0.12555475277295,0.36062806954267,0.205621150169229,0.134264393790523,0.300789,0.541673,0.44219975,0.103043020864669,0.306987,0.57511,0.40033,0.119720581697551,0.0584984,0.145186,0.10945135,0.0381381369596978,0.336952,0.49206,0.43572325,0.0680561631369024,0.0883343919675247,0.0996037208065206,0.0924061967804566,0.00517379174206777,0.364284,0.538895,0.43615725,0.078381924337928,0.276065,0.491864,0.40971025,0.100941608584287,0.603684,0.63857,0.62439625,0.015097179259164,0.0591134523263912,0.120264236724126,0.0957841373730784,0.0268699480406629,3,4,0.127204,0.507484,0.58689,0.618746,0.191699,0.594498,0.370788914874385,0.629211085125615,19.5,19.3,40.7
